Country,Year,Discipline,Specialty,RCA_Specialty
Samoa,2014,Biology,Entomology,32.59953172429111
Brunei,2014,Biology,General Biology,6.377403922314103
France,2014,Biology,General Biology,1.0672099661805057
Albania,2014,Biology,General Zoology,1.9786790288642253
Argentina,2014,Biology,General Zoology,5.088994446355762
Brazil,2014,Biology,General Zoology,3.605889066890505
Cape Verde,2014,Biology,General Zoology,12.971340300332146
Czech Republic,2014,Biology,General Zoology,2.196450515685854
Hungary,2014,Biology,General Zoology,2.4684887243904194
Latvia,2014,Biology,General Zoology,1.824094729734208
St-Kitts & Nevis ,2014,Biology,General Zoology,4.169359382249619
Denmark,2014,Arts,Fine Arts & Architecture,1.141932562918023
Nepal,2014,Arts,Performing Arts,1.7827644634916842
Switzerland,2014,Arts,Performing Arts,1.288423694462603
Latvia,2014,Biology,Agricult & Food Science,2.243015440022821
New Zealand,2014,Biology,Agricult & Food Science,2.1876970208922004
Poland,2014,Biology,Agricult & Food Science,1.185003621478209
Latvia,2014,Biology,Botany,1.1387876350824422
Papua New Guinea,2014,Biology,Botany,1.3179080782584405
Benin,2014,Biology,Dairy & Animal Science,1.00539232727171
Macedonia,2014,Biology,Dairy & Animal Science,3.914222732477101
Trinidad and Tobago,2014,Biology,Dairy & Animal Science,3.0519015822765616
Uzbekistan,2014,Biology,Dairy & Animal Science,1.7376433864407013
Australia,2014,Biology,Ecology,2.2630607489499344
Bermuda,2014,Biology,Ecology,5.671738517892364
Jamaica,2014,Biology,Ecology,2.780263979359002
Uganda,2014,Biology,Ecology,2.416076045960539
United States,2014,Biology,Ecology,1.3981904850478697
Cuba,2014,Biology,Entomology,1.576760905648905
Dominica ,2014,Biology,Entomology,21.733021149527403
French-Polynesia,2014,Biology,Entomology,5.731785797677558
Greece,2014,Biology,Entomology,1.1985121957459968
Guatemala,2014,Biology,Entomology,3.981622195333265
Indonesia,2014,Biology,Entomology,2.356149102602632
Ivory Coast,2014,Biology,Entomology,3.1295550455319465
Mongolia,2014,Biology,Entomology,7.177878544798043
North Korea,2014,Biology,Entomology,10.431850151773157
Mexico,2014,Biology,General Biology,2.6273107708125
Maldives,2014,Biology,General Zoology,18.43295726889305
Rwanda,2014,Biology,General Zoology,2.0971628030477127
Venezuela,2014,Biology,General Zoology,3.013079553569056
Cambodia,2014,Biology,Marine Biology & Hydrobiology,1.2937278032620712
Cook Islands,2014,Biology,Marine Biology & Hydrobiology,63.48507148864592
Croatia,2014,Biology,Marine Biology & Hydrobiology,1.9237900451104823
Fiji,2014,Biology,Marine Biology & Hydrobiology,5.2529018962236576
Cameroon,2014,Biology,Miscellaneous Biology,1.941316451817524
Colombia,2014,Biology,Miscellaneous Biology,4.004405405043362
Germany,2014,Biology,Miscellaneous Biology,1.4548010748547469
Papua New Guinea,2014,Biology,Miscellaneous Biology,5.787730764933588
Trinidad and Tobago,2014,Biology,Miscellaneous Biology,1.9684160469571084
Uruguay,2014,Biology,Miscellaneous Biology,2.4414142366246616
Uzbekistan,2014,Biology,Miscellaneous Biology,1.1207455527472554
Cameroon,2014,Biology,Miscellaneous Zoology,2.0820447046411323
Colombia,2014,Biology,Miscellaneous Zoology,1.392872217980685
Cuba,2014,Biology,Miscellaneous Zoology,4.02310451997162
Honduras ,2014,Biology,Miscellaneous Zoology,18.08210564139418
Kazakhstan,2014,Biology,Miscellaneous Zoology,2.366363753923563
Madagascar,2014,Biology,Miscellaneous Zoology,12.60267968945655
Norway,2014,Biology,Miscellaneous Zoology,1.7874860877595966
Egypt,2014,Biomedical Research,Anatomy & Morphology,2.2049044015448085
Mexico,2014,Biomedical Research,Anatomy & Morphology,2.586917119496337
Republic of Serbia,2014,Biomedical Research,Anatomy & Morphology,2.4242715167581728
Australia,2014,Biomedical Research,General Biomedical Research,1.08992660529883
Bermuda,2014,Biomedical Research,General Biomedical Research,1.900332449947064
Burma,2014,Biomedical Research,General Biomedical Research,1.7815616718253726
Dominican Republic,2014,Biomedical Research,General Biomedical Research,1.5082003571008444
Guadeloupe,2014,Biomedical Research,General Biomedical Research,1.8164942536258704
Haiti,2014,Biomedical Research,General Biomedical Research,1.827242740333716
Palau,2014,Biomedical Research,General Biomedical Research,1.9795129686948585
Republic of Serbia,2014,Biomedical Research,General Biomedical Research,1.0574401537638758
Trinidad and Tobago,2014,Biomedical Research,General Biomedical Research,1.0852152315687549
North Korea,2014,Arts,Fine Arts & Architecture,25.42457596535547
Peru,2014,Arts,Fine Arts & Architecture,2.009318437725669
Czech Republic,2014,Biology,Agricult & Food Science,1.3166592321235782
Eritrea,2014,Biology,Agricult & Food Science,4.725098356411712
Guadeloupe,2014,Biology,Agricult & Food Science,3.05741658356052
Jordan,2014,Biology,Agricult & Food Science,1.5882683550963737
Lithuania,2014,Biology,Agricult & Food Science,1.6242525600165258
Malawi,2014,Biology,Agricult & Food Science,1.4585125028719823
Mali,2014,Biology,Agricult & Food Science,6.627822526778845
New-Caledonia,2014,Biology,Agricult & Food Science,1.2302031223793806
Pakistan,2014,Biology,Agricult & Food Science,4.620408255026745
Senegal,2014,Biology,Agricult & Food Science,2.532168093564225
Sri Lanka,2014,Biology,Agricult & Food Science,3.0174793567796128
Bolivia,2014,Biology,Botany,6.867765430035651
Cambodia,2014,Biology,Botany,1.2852960879667468
Costa Rica,2014,Biology,Botany,3.994516627673797
Dominica ,2014,Biology,Botany,9.8110934714795
Mali,2014,Biology,Botany,4.345853484011054
Montenegro,2014,Biology,Botany,1.6504643223049626
Nigeria,2014,Biology,Botany,1.234617467048595
Philippines,2014,Biology,Botany,3.631870076845882
Republic of Serbia,2014,Biology,Botany,1.1151081801264824
Seychelles,2014,Biology,Botany,1.6819017379679144
Uruguay,2014,Biology,Botany,1.8530921562080904
Zimbabwe,2014,Biology,Botany,1.802037576394194
Bolivia,2014,Biology,Dairy & Animal Science,2.505102548785344
Egypt,2014,Biology,Dairy & Animal Science,2.616864468807324
Libya,2014,Biology,Dairy & Animal Science,1.4808487973115336
Zimbabwe,2014,Biology,Dairy & Animal Science,1.533736254358374
Cameroon,2014,Biology,Ecology,2.3070275573404486
Madagascar,2014,Biology,Ecology,5.012900205207898
Malawi,2014,Biology,Ecology,1.0851540531681818
Mali,2014,Biology,Ecology,1.903267959024284
Sri Lanka,2014,Biology,Ecology,2.2637563024969523
Uruguay,2014,Biology,Ecology,2.9757284983695507
Malta,2014,Biology,Entomology,1.9908110976666324
Dominican Republic,2014,Biology,General Biology,6.832932773907967
El Salvador,2014,Biology,General Biology,8.609495295124038
New Zealand,2014,Biology,General Biology,1.4904990772774789
Panama,2014,Biology,General Biology,9.232702729355536
Saudi Arabia,2014,Biology,General Biology,2.2217582409787897
Congo,2014,Biology,General Zoology,2.707934444141505
Kenya,2014,Biology,General Zoology,2.403103319363444
Liechtenstein,2014,Biology,General Zoology,6.735119002095538
Malta,2014,Biology,General Zoology,1.3367411759884271
Monaco,2014,Biology,General Zoology,2.0127941845342985
Mongolia,2014,Biology,General Zoology,5.622897515510954
Namibia,2014,Biology,General Zoology,1.0361721541685442
Niger,2014,Biology,General Zoology,1.3897864607498729
Guinea-Bissau,2014,Biology,Marine Biology & Hydrobiology,3.5269484160358844
Monaco,2014,Biology,Marine Biology & Hydrobiology,6.810659010276191
Niger,2014,Biology,Marine Biology & Hydrobiology,1.1756494720119617
Guyana,2014,Biology,Miscellaneous Biology,13.849212901805371
Ivory Coast,2014,Biology,Miscellaneous Biology,1.5511118450022017
Latvia,2014,Biology,Miscellaneous Biology,1.1541010751504477
Monaco,2014,Biology,Miscellaneous Biology,4.457217945408625
New Zealand,2014,Biology,Miscellaneous Biology,2.013995037873449
United Kingdom,2014,Biology,Miscellaneous Biology,1.6801232783779794
Algeria,2014,Biology,Miscellaneous Zoology,3.371612725999725
Burkina Faso,2014,Biology,Miscellaneous Zoology,2.5912051697948044
Canada,2014,Biology,Miscellaneous Zoology,1.7289792979495135
Maldives,2014,Biology,Miscellaneous Zoology,43.77772944758591
Rwanda,2014,Biology,Miscellaneous Zoology,9.961399515019547
Luxembourg,2014,Biomedical Research,Biochemistry & Molecular Biology,1.4030457992095016
Japan,2014,Biomedical Research,Biomedical Engineering,1.0099080864160812
Finland,2014,Biomedical Research,Biophysics,1.0392743856368023
Ethiopia,2014,Biology,Dairy & Animal Science,3.843445006355597
Brunei,2014,Biology,Ecology,7.352253634304916
Chile,2014,Biology,Ecology,1.9062782681726016
El Salvador,2014,Biology,Ecology,2.835869258946182
Colombia,2014,Biology,Entomology,3.275420435597209
Finland,2014,Biology,Entomology,1.1127846360502782
Iran,2014,Biology,Entomology,1.1756825752445594
Mauritania,2014,Biology,Entomology,17.985948537539922
Oman,2014,Biology,Entomology,1.9667892443011228
Papua New Guinea,2014,Biology,Entomology,9.73120349978839
Togo,2014,Biology,Entomology,3.524273699923364
Vanuatu,2014,Biology,Entomology,11.338967556275168
Belize,2014,Biology,General Biology,25.32204498565893
Bhutan,2014,Biology,General Biology,9.566105883471154
Brazil,2014,Biology,General Biology,4.059324219014461
Colombia,2014,Biology,General Biology,6.96833278142889
New-Caledonia,2014,Biology,General Biology,7.6415638714118685
Pakistan,2014,Biology,General Biology,1.1631309504355631
United Kingdom,2014,Biology,General Biology,1.0281066812221955
Belgium,2014,Biology,General Zoology,1.1379826715361645
Bosnia & Herzegovina,2014,Biology,General Zoology,1.80528962942767
Colombia,2014,Biology,General Zoology,3.567752125586752
Honduras ,2014,Biology,General Zoology,7.6136127849775646
Zambia,2014,Biology,General Zoology,1.1596893645992317
Belgium,2014,Biology,Marine Biology & Hydrobiology,1.0372143389980593
French-Polynesia,2014,Biology,Marine Biology & Hydrobiology,34.18426926311704
Iceland,2014,Biology,Marine Biology & Hydrobiology,5.195004179932615
Mongolia,2014,Biology,Marine Biology & Hydrobiology,2.0385114698189057
Namibia,2014,Biology,Marine Biology & Hydrobiology,2.6295591740859257
Peru,2014,Biology,Marine Biology & Hydrobiology,2.1852957519800844
Vietnam,2014,Biology,Marine Biology & Hydrobiology,2.535122782121476
New-Caledonia,2014,Biology,Miscellaneous Biology,2.2945441494115406
Bolivia,2014,Biology,Miscellaneous Zoology,17.328684573002754
Ghana ,2014,Biology,Miscellaneous Zoology,2.0977978802121875
Iceland,2014,Biology,Miscellaneous Zoology,3.333774987992514
Liberia ,2014,Biology,Miscellaneous Zoology,39.60842188114916
Venezuela,2014,Biology,Miscellaneous Zoology,7.576914712082176
Vietnam,2014,Biology,Miscellaneous Zoology,1.2940907965836363
New Zealand,2014,Biomedical Research,Anatomy & Morphology,2.307893193566759
Papua New Guinea,2014,Biomedical Research,Biochemistry & Molecular Biology,1.4200603471476765
Bulgaria,2014,Biomedical Research,Biomedical Engineering,1.2453031828882783
Reunion,2014,Biomedical Research,Biophysics,3.2713667474623653
United Kingdom,2014,Biomedical Research,Biophysics,1.0874349299043873
Grenada,2014,Biomedical Research,Embryology,28.19187675070028
Philippines,2014,Biomedical Research,Embryology,1.0146176722617068
Romania,2014,Biomedical Research,Embryology,29.777786428932924
Bangladesh,2014,Biomedical Research,General Biomedical Research,1.725483459395034
French-Polynesia,2014,Biomedical Research,General Biomedical Research,1.0441387087621232
Mali,2014,Biomedical Research,General Biomedical Research,1.4348147692553337
Marshall Islands,2014,Biomedical Research,General Biomedical Research,4.750831124867661
Senegal,2014,Biomedical Research,General Biomedical Research,1.5836103749558867
Argentina,2014,Biomedical Research,Genetics & Heredity,1.0699943587666032
Burma,2014,Biomedical Research,Genetics & Heredity,2.94549384574219
Finland,2014,Biomedical Research,Genetics & Heredity,1.529493571825787
French-Guiana,2014,Biomedical Research,Genetics & Heredity,2.982778577966775
Togo,2014,Biomedical Research,Genetics & Heredity,1.0614392236908794
Vanuatu,2014,Biomedical Research,Genetics & Heredity,3.415065328396742
Afghanistan,2014,Biomedical Research,Microbiology,2.66983604258762
Ethiopia,2014,Biomedical Research,Microbiology,1.061838900956081
Burundi,2014,Biology,Marine Biology & Hydrobiology,24.68863891225119
Samoa,2014,Biology,Marine Biology & Hydrobiology,18.516479184188395
Syria,2014,Biology,Marine Biology & Hydrobiology,1.189813923481985
Bolivia,2014,Biology,Miscellaneous Biology,4.84722451563188
Israel,2014,Biology,Miscellaneous Biology,1.0351190077390062
Slovenia,2014,Biology,Miscellaneous Biology,1.068526446331677
Gabon,2014,Biology,Miscellaneous Zoology,11.164790060458152
Georgia,2014,Biology,Miscellaneous Zoology,1.4465684513115344
Guatemala,2014,Biology,Miscellaneous Zoology,12.698883351208126
Poland,2014,Biology,Miscellaneous Zoology,1.491162381121247
Greece,2014,Biomedical Research,Anatomy & Morphology,1.0782400636230878
Uruguay,2014,Biomedical Research,Anatomy & Morphology,3.357221756811751
Uruguay,2014,Biomedical Research,Biochemistry & Molecular Biology,1.4775780065389674
Italy,2014,Biomedical Research,Biophysics,1.01268954754147
United States,2014,Biomedical Research,Cellular Biology Cytology & Histology,1.3532947798849757
United Kingdom,2014,Biomedical Research,Embryology,1.3140790622662872
Belize,2014,Biomedical Research,General Biomedical Research,1.3973032720199
Congo,2014,Biomedical Research,General Biomedical Research,1.714217416189362
Peru,2014,Biomedical Research,General Biomedical Research,1.90233490774469
Solomon Islands,2014,Biomedical Research,General Biomedical Research,1.1877077812169152
United Kingdom,2014,Biomedical Research,General Biomedical Research,1.212889312056694
Costa Rica,2014,Biomedical Research,Genetics & Heredity,1.9636625638281269
Ireland,2014,Biomedical Research,Genetics & Heredity,1.239276148471545
Kenya,2014,Biomedical Research,Genetics & Heredity,1.4059636495189451
Libya,2014,Biomedical Research,Genetics & Heredity,1.1607857520166265
Madagascar,2014,Biomedical Research,Genetics & Heredity,1.190098523532198
Seychelles,2014,Biomedical Research,Genetics & Heredity,8.976743148928579
Sudan,2014,Biomedical Research,Genetics & Heredity,1.5531794290165974
United States,2014,Biomedical Research,Genetics & Heredity,1.2320076584746082
Dominican Republic,2014,Biomedical Research,Microbiology,2.8393494421169927
Gabon,2014,Biomedical Research,Microbiology,6.002651505146663
Mexico,2014,Biomedical Research,Microbiology,1.3856825094275185
Portugal,2014,Biomedical Research,Microbiology,1.3999340489762182
Uganda,2014,Biomedical Research,Microbiology,1.2382466416899989
Spain,2014,Biomedical Research,Microscopy,1.2211886300186248
Namibia,2014,Biomedical Research,Miscellaneous Biomedical Research,2.251176050680898
Peru,2014,Biomedical Research,Miscellaneous Biomedical Research,1.202683095569247
Romania,2014,Biomedical Research,Miscellaneous Biomedical Research,1.9135741359990373
United States,2014,Biomedical Research,Miscellaneous Biomedical Research,1.0307183479521458
Cuba,2014,Biomedical Research,Nutrition & Dietetic,2.3061515487384687
Denmark,2014,Biomedical Research,Nutrition & Dietetic,2.0309804232728697
Mauritius,2014,Biomedical Research,Nutrition & Dietetic,2.003348036561674
Trinidad and Tobago,2014,Biomedical Research,Nutrition & Dietetic,2.420288490871464
Honduras ,2014,Biomedical Research,Parasitology,8.827402581130183
Panama,2014,Biomedical Research,Parasitology,3.2659022954315424
Australia,2014,Biomedical Research,Physiology,1.7634745624716852
Australia,2014,Arts,Fine Arts & Architecture,1.171779442952047
Burma,2014,Arts,Fine Arts & Architecture,7.945179989173584
Croatia,2014,Arts,Fine Arts & Architecture,4.486267639284915
Australia,2014,Arts,Performing Arts,1.601849612161809
Trinidad and Tobago,2014,Arts,Performing Arts,5.122054245361895
Lebanon ,2014,Biology,Agricult & Food Science,1.0300792453283996
Macedonia,2014,Biology,Agricult & Food Science,2.1656700800220343
Uganda,2014,Biology,Agricult & Food Science,1.2177569779037638
Czech Republic,2014,Biology,Botany,2.142708067553812
India,2014,Biology,Botany,1.2908072519527405
Kyrgyzstan,2014,Biology,Botany,4.10696936015421
South Africa,2014,Biology,Botany,2.0489998650510017
Syria,2014,Biology,Botany,2.364118908790241
Brazil,2014,Biology,Dairy & Animal Science,2.798579801914636
Jordan,2014,Biology,Dairy & Animal Science,3.215104875446431
Samoa,2014,Biology,Dairy & Animal Science,37.57653823178016
Sri Lanka,2014,Biology,Dairy & Animal Science,3.0541163149197232
Bahamas,2014,Biology,Ecology,3.731406919666029
Belgium,2014,Arts,Fine Arts & Architecture,1.134454330063685
Chile,2014,Arts,Fine Arts & Architecture,3.2672942620563568
Spain,2014,Arts,Fine Arts & Architecture,1.4911260312255674
South Africa,2014,Arts,Performing Arts,1.239612636776773
Albania,2014,Biology,Agricult & Food Science,1.7619010820518246
Bangladesh,2014,Biology,Agricult & Food Science,2.737239181044799
Bolivia,2014,Biology,Agricult & Food Science,1.5159690560154242
Chile,2014,Biology,Agricult & Food Science,1.5756555742350904
Georgia,2014,Biology,Entomology,1.3606761067530202
